row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,Segment,Country,City,State,Region,product_id,Category,Sub-Category,Sales,Quantity,Discount,Revenue generated,Profit
5478,CA-2017-169691,2017-06-15,2017-06-18,First Class,Dp-13240,Dean percer,Home Office,United States,Maple Grove,Minnesota,Central,OFF-PA-10003022,Office Supplies,Paper,17.94,3,0,53.82,8.7906
5479,CA-2016-121356,2016-11-20,2016-11-24,Standard Class,SJ-20500,Shirley Jackson,Consumer,United States,Newark,Delaware,East,OFF-BI-10002133,Office Supplies,Binders,128.4,3,0,385.2,62.916
5480,CA-2014-101770,2014-03-31,2014-04-04,Standard Class,KB-16240,Karen Bern,Corporate,United States,Miami,Florida,South,OFF-BI-10001097,Office Supplies,Binders,1.869,1,0.7,1.869,-1.3083
5481,CA-2017-105487,2017-10-08,2017-10-14,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,West,TEC-PH-10001336,Technology,Phones,103.192,1,0.2,103.192,11.6091
5482,CA-2017-105487,2017-10-08,2017-10-14,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,West,TEC-AC-10002305,Technology,Accessories,36,2,0,72,6.48
5483,CA-2017-105487,2017-10-08,2017-10-14,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,West,TEC-AC-10003610,Technology,Accessories,239.96,4,0,959.84,115.1808
5484,CA-2017-105487,2017-10-08,2017-10-14,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,West,OFF-ST-10002301,Office Supplies,Storage,40.68,2,0,81.36,0.4068
5485,CA-2017-148999,2017-01-30,2017-02-04,Standard Class,EB-13870,Emily Burns,Consumer,United States,Miami,Florida,South,FUR-CH-10002044,Furniture,Chairs,419.136,4,0.2,1676.544,-68.1096
5486,CA-2014-107573,2014-12-12,2014-12-17,Standard Class,PB-19150,Philip Brown,Consumer,United States,Miami,Florida,South,OFF-EN-10001099,Office Supplies,Envelopes,23.472,3,0.2,70.416,7.6284
5487,CA-2015-156608,2015-10-24,2015-10-29,Standard Class,MT-18070,Michelle Tran,Home Office,United States,San Antonio,Texas,Central,OFF-BI-10004140,Office Supplies,Binders,3.592,4,0.8,14.368,-6.286
5488,CA-2017-134495,2017-04-01,2017-04-04,Second Class,BF-11020,Barry Französisch,Corporate,United States,Jacksonville,Florida,South,TEC-PH-10004897,Technology,Phones,23.976,3,0.2,71.928,-5.6943
5489,CA-2017-134495,2017-04-01,2017-04-04,Second Class,BF-11020,Barry Französisch,Corporate,United States,Jacksonville,Florida,South,OFF-LA-10000262,Office Supplies,Labels,6.264,3,0.2,18.792,2.0358
5490,CA-2017-134495,2017-04-01,2017-04-04,Second Class,BF-11020,Barry Französisch,Corporate,United States,Jacksonville,Florida,South,OFF-AP-10002222,Office Supplies,Appliances,20.808,3,0.2,62.424,1.8207
5491,CA-2017-134495,2017-04-01,2017-04-04,Second Class,BF-11020,Barry Französisch,Corporate,United States,Jacksonville,Florida,South,FUR-CH-10003774,Furniture,Chairs,218.352,3,0.2,655.056,-19.1058
5492,CA-2017-164098,2017-01-26,2017-01-27,First Class,CG-12520,Claire Gute,Consumer,United States,Houston,Texas,Central,OFF-ST-10000615,Office Supplies,Storage,18.16,2,0.2,36.32,1.816
5493,CA-2014-105249,2014-11-28,2014-11-28,Same Day,DH-13675,Duane Huffman,Home Office,United States,San Francisco,California,West,OFF-SU-10001225,Office Supplies,Supplies,7.36,2,0,14.72,0.1472
5494,CA-2014-105249,2014-11-28,2014-11-28,Same Day,DH-13675,Duane Huffman,Home Office,United States,San Francisco,California,West,OFF-LA-10002043,Office Supplies,Labels,41.4,4,0,165.6,19.872
5495,CA-2014-105249,2014-11-28,2014-11-28,Same Day,DH-13675,Duane Huffman,Home Office,United States,San Francisco,California,West,FUR-BO-10000330,Furniture,Bookcases,411.332,4,0.15,1645.328,-4.8392
5496,CA-2015-113523,2015-09-04,2015-09-08,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001249,Office Supplies,Binders,7.656,4,0.7,30.624,-6.1248
5497,CA-2017-117821,2017-06-12,2017-06-16,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Marion,Ohio,East,TEC-AC-10004469,Technology,Accessories,63.92,2,0.2,127.84,19.176
5498,CA-2017-164378,2017-07-15,2017-07-18,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,East,OFF-AR-10001177,Office Supplies,Art,6.56,2,0,13.12,1.9024
5499,CA-2017-164378,2017-07-15,2017-07-18,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,East,OFF-LA-10000634,Office Supplies,Labels,7.83,3,0,23.49,3.6018
5500,CA-2017-164378,2017-07-15,2017-07-18,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,East,TEC-AC-10004708,Technology,Accessories,41.9,2,0,83.8,8.799
5501,CA-2017-164378,2017-07-15,2017-07-18,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,East,FUR-CH-10002084,Furniture,Chairs,664.146,6,0.1,3984.876,88.5528
5502,CA-2017-164378,2017-07-15,2017-07-18,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,East,OFF-PA-10004519,Office Supplies,Paper,8.96,2,0,17.92,4.3904
5503,CA-2017-127782,2017-11-02,2017-11-06,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001847,Furniture,Furnishings,3.312,1,0.2,3.312,0.6624
5504,CA-2017-127782,2017-11-02,2017-11-06,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AP-10001962,Office Supplies,Appliances,20.136,3,0.2,60.408,1.2585
5505,CA-2017-127782,2017-11-02,2017-11-06,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-EN-10003845,Office Supplies,Envelopes,8.856,3,0.2,26.568,2.8782
5506,CA-2017-127782,2017-11-02,2017-11-06,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10001817,Technology,Phones,859.2,4,0.4,3436.8,-186.16
5507,US-2016-162026,2016-10-08,2016-10-08,Same Day,JE-15745,Joel Eaton,Consumer,United States,Los Angeles,California,West,OFF-PA-10000167,Office Supplies,Paper,61.96,2,0,123.92,27.882
5508,CA-2016-150000,2016-04-08,2016-04-14,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,Smyrna,Georgia,South,OFF-EN-10002973,Office Supplies,Envelopes,17.92,4,0,71.68,8.6016
5509,CA-2015-168529,2015-10-08,2015-10-12,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,San Francisco,California,West,FUR-FU-10001588,Furniture,Furnishings,145.9,5,0,729.5,62.737
5510,US-2017-152569,2017-05-15,2017-05-20,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,Central,OFF-PA-10001736,Office Supplies,Paper,56.704,2,0.2,113.408,19.1376
5511,US-2017-152569,2017-05-15,2017-05-20,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,Central,TEC-PH-10002185,Technology,Phones,11.12,2,0.2,22.24,3.475
5512,US-2014-137680,2014-02-24,2014-03-02,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Medford,Oregon,West,OFF-PA-10000174,Office Supplies,Paper,32.896,4,0.2,131.584,11.1024
5513,US-2014-137680,2014-02-24,2014-03-02,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Medford,Oregon,West,OFF-PA-10000069,Office Supplies,Paper,22.776,3,0.2,68.328,7.6869
5514,CA-2015-103177,2015-05-30,2015-06-01,First Class,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,East,TEC-PH-10001795,Technology,Phones,239.97,3,0,719.91,2.3997
5515,CA-2015-103177,2015-05-30,2015-06-01,First Class,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,East,OFF-AP-10004540,Office Supplies,Appliances,160.32,2,0,320.64,44.8896
5516,CA-2015-103177,2015-05-30,2015-06-01,First Class,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,East,TEC-PH-10001527,Technology,Phones,128.85,3,0,386.55,3.8655
5517,US-2016-138408,2016-11-18,2016-11-21,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Huntsville,Alabama,South,TEC-AC-10003870,Technology,Accessories,1319.96,4,0,5279.84,527.984
5518,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-CH-10004540,Furniture,Chairs,239.96,10,0.3,2399.6,-10.284
5519,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10004093,Furniture,Furnishings,54.768,2,0.2,109.536,6.846
5520,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AR-10000716,Office Supplies,Art,13.392,3,0.2,40.176,3.1806
5521,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10002709,Office Supplies,Paper,23.92,5,0.2,119.6,8.671
5522,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-AC-10000580,Technology,Accessories,255.968,4,0.2,1023.872,-28.7964
5523,CA-2016-110982,2016-06-05,2016-06-07,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Santa Clara,California,West,OFF-BI-10000829,Office Supplies,Binders,21.552,6,0.2,129.312,7.0044
5524,CA-2016-110982,2016-06-05,2016-06-07,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Santa Clara,California,West,OFF-AP-10004859,Office Supplies,Appliances,58.24,4,0,232.96,15.7248
5525,CA-2016-147123,2016-12-10,2016-12-12,First Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Long Beach,California,West,OFF-PA-10000575,Office Supplies,Paper,80.28,12,0,963.36,36.9288
5526,CA-2017-154501,2017-04-30,2017-05-05,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Los Angeles,California,West,OFF-AR-10002804,Office Supplies,Art,9.78,2,0,19.56,4.0098
5527,CA-2017-166933,2017-04-24,2017-04-28,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Santa Barbara,California,West,OFF-FA-10002676,Office Supplies,Fasteners,1.81,1,0,1.81,0.6516
5528,CA-2015-142055,2015-05-08,2015-05-10,First Class,AB-10255,Alejandro Ballentine,Home Office,United States,New York City,New York,East,OFF-PA-10003465,Office Supplies,Paper,37.94,2,0,75.88,18.2112
5529,CA-2015-137106,2015-03-31,2015-04-04,Standard Class,SC-20260,Scott Cohen,Corporate,United States,Jacksonville,Florida,South,TEC-PH-10000011,Technology,Phones,79.96,5,0.2,399.8,27.986
5530,CA-2017-136609,2017-08-06,2017-08-11,Standard Class,TB-21355,Todd Boyes,Corporate,United States,Cedar Hill,Texas,Central,OFF-PA-10004381,Office Supplies,Paper,115.296,3,0.2,345.888,40.3536
5531,CA-2017-160885,2017-12-02,2017-12-06,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Omaha,Nebraska,Central,TEC-PH-10001795,Technology,Phones,2479.96,4,0,9919.84,743.988
5532,US-2016-167472,2016-06-06,2016-06-07,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,South,TEC-AC-10001109,Technology,Accessories,179.94,6,0,1079.64,75.5748
5533,US-2016-167472,2016-06-06,2016-06-07,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,South,TEC-AC-10003038,Technology,Accessories,26.85,3,0,80.55,5.1015
5534,US-2016-167472,2016-06-06,2016-06-07,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,South,TEC-AC-10003174,Technology,Accessories,323.37,3,0,970.11,129.348
5535,US-2016-167472,2016-06-06,2016-06-07,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,South,OFF-PA-10000157,Office Supplies,Paper,59.94,3,0,179.82,28.1718
5536,US-2016-167472,2016-06-06,2016-06-07,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,South,OFF-BI-10001721,Office Supplies,Binders,64.14,3,0,192.42,30.7872
5537,US-2016-167472,2016-06-06,2016-06-07,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,South,OFF-BI-10000591,Office Supplies,Binders,11.67,3,0,35.01,5.6016
5538,US-2016-167472,2016-06-06,2016-06-07,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,South,OFF-PA-10001534,Office Supplies,Paper,12.96,2,0,25.92,6.2208
5539,CA-2015-120551,2015-04-13,2015-04-20,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,Norfolk,Nebraska,Central,OFF-BI-10002071,Office Supplies,Binders,17.43,3,0,52.29,8.0178
5540,US-2017-150595,2017-05-22,2017-05-26,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,Central,FUR-CH-10000513,Furniture,Chairs,181.986,2,0.3,363.972,-54.5958
5541,US-2017-150595,2017-05-22,2017-05-26,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10003274,Office Supplies,Binders,1.592,2,0.8,3.184,-2.6268
5542,US-2017-150595,2017-05-22,2017-05-26,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,Central,OFF-SU-10000381,Office Supplies,Supplies,22.344,3,0.2,67.032,2.5137
5543,CA-2016-134936,2016-12-19,2016-12-25,Standard Class,ES-14080,Erin Smith,Corporate,United States,Tucson,Arizona,West,FUR-TA-10001086,Furniture,Tables,455.97,6,0.5,2735.82,-218.8656
5544,CA-2016-134936,2016-12-19,2016-12-25,Standard Class,ES-14080,Erin Smith,Corporate,United States,Tucson,Arizona,West,OFF-BI-10000174,Office Supplies,Binders,10.44,6,0.7,62.64,-7.656
5545,CA-2016-134936,2016-12-19,2016-12-25,Standard Class,ES-14080,Erin Smith,Corporate,United States,Tucson,Arizona,West,OFF-BI-10002103,Office Supplies,Binders,5.214,2,0.7,10.428,-4.1712
5546,CA-2017-102967,2017-09-22,2017-09-26,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Concord,New Hampshire,East,OFF-ST-10001590,Office Supplies,Storage,67.4,5,0,337,17.524
5547,CA-2017-151008,2017-09-07,2017-09-08,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Draper,Utah,West,FUR-FU-10002396,Furniture,Furnishings,25.16,2,0,50.32,10.5672
5548,CA-2017-151008,2017-09-07,2017-09-08,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Draper,Utah,West,TEC-PH-10002807,Technology,Phones,126.56,4,0.2,506.24,47.46
5549,CA-2014-159800,2014-11-28,2014-12-01,First Class,SG-20470,Sheri Gordon,Consumer,United States,San Francisco,California,West,OFF-AP-10004859,Office Supplies,Appliances,43.68,3,0,131.04,11.7936
5550,CA-2014-159800,2014-11-28,2014-12-01,First Class,SG-20470,Sheri Gordon,Consumer,United States,San Francisco,California,West,TEC-AC-10003447,Technology,Accessories,139.93,7,0,979.51,34.9825
5551,US-2014-159618,2014-11-12,2014-11-16,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,Central,OFF-AR-10003183,Office Supplies,Art,2.672,1,0.2,2.672,0.334
5552,US-2014-159618,2014-11-12,2014-11-16,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,Central,OFF-SU-10000432,Office Supplies,Supplies,16.656,6,0.2,99.936,-3.123
5553,US-2014-159618,2014-11-12,2014-11-16,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,Central,TEC-AC-10003832,Technology,Accessories,79.512,3,0.2,238.536,20.8719
5554,US-2014-159618,2014-11-12,2014-11-16,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,Central,OFF-PA-10004100,Office Supplies,Paper,36.288,7,0.2,254.016,12.7008
5555,US-2014-159618,2014-11-12,2014-11-16,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,Central,FUR-BO-10004467,Furniture,Bookcases,67.9932,1,0.32,67.9932,-12.9987
5556,CA-2017-116113,2017-10-02,2017-10-06,Second Class,JW-15220,Jane Waco,Corporate,United States,Montgomery,Alabama,South,FUR-FU-10002963,Furniture,Furnishings,10.16,2,0,20.32,3.4544
5557,CA-2015-125066,2015-12-14,2015-12-18,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Jackson,Mississippi,South,FUR-FU-10003829,Furniture,Furnishings,6.16,2,0,12.32,1.9712
5558,CA-2015-125066,2015-12-14,2015-12-18,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Jackson,Mississippi,South,OFF-AR-10003582,Office Supplies,Art,56.3,2,0,112.6,15.764
5559,US-2015-114741,2015-12-06,2015-12-10,Standard Class,IL-15100,Ivan Liston,Consumer,United States,North Las Vegas,Nevada,West,OFF-PA-10000048,Office Supplies,Paper,6.48,1,0,6.48,3.1104
5560,US-2015-114741,2015-12-06,2015-12-10,Standard Class,IL-15100,Ivan Liston,Consumer,United States,North Las Vegas,Nevada,West,OFF-ST-10000078,Office Supplies,Storage,1325.85,5,0,6629.25,238.653
5561,US-2015-114741,2015-12-06,2015-12-10,Standard Class,IL-15100,Ivan Liston,Consumer,United States,North Las Vegas,Nevada,West,OFF-LA-10004853,Office Supplies,Labels,14.94,3,0,44.82,6.8724
5562,CA-2017-133263,2017-03-31,2017-04-02,Second Class,JE-15610,Jim Epp,Corporate,United States,Atlanta,Georgia,South,OFF-BI-10001153,Office Supplies,Binders,34.54,1,0,34.54,17.27
5563,CA-2017-133263,2017-03-31,2017-04-02,Second Class,JE-15610,Jim Epp,Corporate,United States,Atlanta,Georgia,South,TEC-CO-10001449,Technology,Copiers,2999.95,5,0,14999.75,1439.976
5564,CA-2017-133263,2017-03-31,2017-04-02,Second Class,JE-15610,Jim Epp,Corporate,United States,Atlanta,Georgia,South,OFF-BI-10000474,Office Supplies,Binders,64.12,4,0,256.48,30.7776
5565,CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,Central,OFF-AR-10000799,Office Supplies,Art,19.456,4,0.2,77.824,2.1888
5566,CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,Central,TEC-MA-10002109,Technology,Machines,209.986,2,0.3,419.972,8.9994
5567,CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,Central,OFF-AR-10003338,Office Supplies,Art,29.76,5,0.2,148.8,1.86
5568,CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,Central,FUR-CH-10003606,Furniture,Chairs,89.768,1,0.3,89.768,-2.5648
5569,CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,Central,TEC-CO-10001449,Technology,Copiers,959.984,2,0.2,1919.968,335.9944
5570,CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10001934,Office Supplies,Paper,15.552,3,0.2,46.656,5.6376
5571,CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,Central,TEC-PH-10001527,Technology,Phones,34.36,1,0.2,34.36,-7.3015
5572,CA-2014-151162,2014-12-05,2014-12-09,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,East,OFF-PA-10001033,Office Supplies,Paper,98.376,3,0.2,295.128,35.6613
5573,CA-2014-151162,2014-12-05,2014-12-09,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,East,OFF-BI-10003719,Office Supplies,Binders,29.94,4,0.7,119.76,-23.952
5574,CA-2014-151162,2014-12-05,2014-12-09,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,East,OFF-PA-10003036,Office Supplies,Paper,17.472,3,0.2,52.416,5.6784
5575,CA-2014-151162,2014-12-05,2014-12-09,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,East,TEC-PH-10001870,Technology,Phones,36.738,1,0.4,36.738,-9.1845
5576,CA-2014-151162,2014-12-05,2014-12-09,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,East,TEC-PH-10001809,Technology,Phones,179.94,2,0.4,359.88,-44.985
5577,CA-2016-136686,2016-12-12,2016-12-16,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Pasadena,California,West,FUR-FU-10004864,Furniture,Furnishings,383.64,6,0,2301.84,122.7648
5578,CA-2016-136686,2016-12-12,2016-12-16,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Pasadena,California,West,OFF-AP-10002350,Office Supplies,Appliances,56.52,3,0,169.56,15.8256
5579,CA-2017-137498,2017-09-09,2017-09-14,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Los Angeles,California,West,OFF-AR-10003829,Office Supplies,Art,6.56,2,0,13.12,1.9024
5580,CA-2017-137498,2017-09-09,2017-09-14,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Los Angeles,California,West,FUR-CH-10003833,Furniture,Chairs,243.92,5,0.2,1219.6,-15.245
5581,CA-2017-137498,2017-09-09,2017-09-14,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Los Angeles,California,West,OFF-PA-10000143,Office Supplies,Paper,47.52,9,0,427.68,22.8096
5582,CA-2017-163818,2017-10-04,2017-10-08,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Clinton,Maryland,East,FUR-FU-10000076,Furniture,Furnishings,19.98,1,0,19.98,8.5914
5583,CA-2016-161158,2016-05-09,2016-05-13,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,New York City,New York,East,OFF-AR-10000462,Office Supplies,Art,8,5,0,40,3.44
5584,CA-2014-116673,2014-12-15,2014-12-19,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,San Diego,California,West,FUR-FU-10003829,Furniture,Furnishings,6.16,2,0,12.32,1.9712
5585,CA-2017-105333,2017-11-30,2017-12-04,Standard Class,VP-21730,Victor Preis,Home Office,United States,New York City,New York,East,OFF-ST-10002182,Office Supplies,Storage,83.56,4,0,334.24,1.6712
5586,CA-2017-105333,2017-11-30,2017-12-04,Standard Class,VP-21730,Victor Preis,Home Office,United States,New York City,New York,East,TEC-PH-10001468,Technology,Phones,546.06,3,0,1638.18,163.818
5587,CA-2017-105333,2017-11-30,2017-12-04,Standard Class,VP-21730,Victor Preis,Home Office,United States,New York City,New York,East,OFF-ST-10001809,Office Supplies,Storage,269.49,3,0,808.47,5.3898
5588,CA-2015-149993,2015-03-19,2015-03-20,First Class,GA-14725,Guy Armstrong,Consumer,United States,Lancaster,California,West,OFF-FA-10001561,Office Supplies,Fasteners,10.9,5,0,54.5,3.597
5589,CA-2014-168158,2014-07-19,2014-07-24,Standard Class,EM-14140,Eugene Moren,Home Office,United States,Great Falls,Montana,West,OFF-BI-10001759,Office Supplies,Binders,6.096,2,0.2,12.192,2.2098
5590,CA-2016-115224,2016-12-08,2016-12-11,Second Class,DB-13615,Doug Bickford,Consumer,United States,San Francisco,California,West,OFF-ST-10000615,Office Supplies,Storage,34.05,3,0,102.15,9.534
5591,CA-2016-115224,2016-12-08,2016-12-11,Second Class,DB-13615,Doug Bickford,Consumer,United States,San Francisco,California,West,OFF-ST-10003816,Office Supplies,Storage,352.38,2,0,704.76,81.0474
5592,CA-2014-164742,2014-10-13,2014-10-18,Second Class,ML-17395,Marina Lichtenstein,Corporate,United States,Lakewood,New Jersey,East,FUR-CH-10002880,Furniture,Chairs,245.98,2,0,491.96,27.0578
5593,CA-2014-164742,2014-10-13,2014-10-18,Second Class,ML-17395,Marina Lichtenstein,Corporate,United States,Lakewood,New Jersey,East,OFF-BI-10004738,Office Supplies,Binders,18.94,1,0,18.94,9.47
5594,US-2017-108014,2017-11-19,2017-11-25,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Cleveland,Ohio,East,OFF-BI-10003984,Office Supplies,Binders,59.913,7,0.7,419.391,-45.9333
5595,CA-2017-160325,2017-09-24,2017-09-24,Same Day,BP-11095,Bart Pistole,Corporate,United States,Lawrence,Massachusetts,East,TEC-PH-10000984,Technology,Phones,391.98,2,0,783.96,109.7544
5596,CA-2017-160325,2017-09-24,2017-09-24,Same Day,BP-11095,Bart Pistole,Corporate,United States,Lawrence,Massachusetts,East,TEC-PH-10001944,Technology,Phones,437.85,3,0,1313.55,131.355
5597,CA-2015-159779,2015-09-25,2015-09-29,Standard Class,SB-20185,Sarah Brown,Consumer,United States,Concord,New Hampshire,East,OFF-BI-10002735,Office Supplies,Binders,68.62,2,0,137.24,32.2514
5598,CA-2017-151176,2017-02-13,2017-02-20,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Baltimore,Maryland,East,OFF-SU-10001165,Office Supplies,Supplies,25.02,3,0,75.06,6.5052
5599,CA-2017-151176,2017-02-13,2017-02-20,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Baltimore,Maryland,East,OFF-AR-10000614,Office Supplies,Art,10.71,3,0,32.13,2.7846
5600,CA-2014-108903,2014-10-03,2014-10-03,Same Day,DO-13435,Denny Ordway,Consumer,United States,Columbus,Ohio,East,OFF-AR-10004010,Office Supplies,Art,55.984,2,0.2,111.968,4.1988
5601,CA-2014-108903,2014-10-03,2014-10-03,Same Day,DO-13435,Denny Ordway,Consumer,United States,Columbus,Ohio,East,OFF-EN-10004030,Office Supplies,Envelopes,14.48,5,0.2,72.4,4.887
5602,CA-2014-108903,2014-10-03,2014-10-03,Same Day,DO-13435,Denny Ordway,Consumer,United States,Columbus,Ohio,East,TEC-AC-10003023,Technology,Accessories,142.488,3,0.2,427.464,-3.5622
5603,CA-2016-117919,2016-08-27,2016-08-29,Second Class,TB-21355,Todd Boyes,Corporate,United States,Houston,Texas,Central,OFF-ST-10003572,Office Supplies,Storage,14.16,1,0.2,14.16,1.062
5604,CA-2016-117919,2016-08-27,2016-08-29,Second Class,TB-21355,Todd Boyes,Corporate,United States,Houston,Texas,Central,OFF-PA-10004353,Office Supplies,Paper,79.92,5,0.2,399.6,27.972
5605,CA-2015-142475,2015-12-03,2015-12-07,Standard Class,BS-11380,Bill Stewart,Corporate,United States,New York City,New York,East,OFF-BI-10003718,Office Supplies,Binders,590.352,6,0.2,3542.112,206.6232
5606,CA-2016-134516,2016-09-20,2016-09-25,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Greensboro,North Carolina,South,FUR-FU-10001546,Furniture,Furnishings,17.088,2,0.2,34.176,1.068
5607,CA-2016-134516,2016-09-20,2016-09-25,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Greensboro,North Carolina,South,FUR-CH-10002880,Furniture,Chairs,98.392,1,0.2,98.392,-11.0691
5608,CA-2017-105193,2017-03-25,2017-03-31,Standard Class,JL-15835,John Lee,Consumer,United States,New York City,New York,East,OFF-AR-10001547,Office Supplies,Art,11.05,5,0,55.25,2.9835
5609,CA-2015-168634,2015-12-06,2015-12-11,Standard Class,AF-10870,Art Ferguson,Consumer,United States,San Francisco,California,West,OFF-AP-10001626,Office Supplies,Appliances,7.78,2,0,15.56,2.0228
